,BRAF,NRAS,TP53,CDKN2A,C15orf23,STK19,OXA1L,ANKRD20A4,RPS27,PTEN,RAC1,TMEM216,ACSM2B,BAGE,LUZP2,SLC38A4,IDH1,PRB2,LCE1B,MRPS31,NOTCH2NL,C8A,HIST1H2AA,NRK,GRXCR1,RUNX1T1,TAF1A,RQCD1,PRB1,NAP1L2,MUM1L1,USP17L2,PRIM2,CDH9,PPP6C,VEGFC,RBM11,FUT9,HBD,NMS,TRAT1,TRIM58,MPP7,CTAGE6P,OR8D4,EMG1,ZNF99,SERPINB3,SPOCK3,HHLA2,CDK4,KLHL4,FRG2B,ELF5,ZNF98,GML,PDE1A,AREG,DDX3X,DMC1,PRB4,DEFB119,OR51S1,SNAP91,AGXT2,RERG,SPAG16,SPRR2G,STARD6,TMCO5A,CRB1,PARM1,DEFB118,LIN7A,ZMAT4,DEFB114,GRXCR2,VSNL1,UGT2A1,PSG4,ACD,POTEG,GK2,ZNF679,FABP2,MKX,TBC1D3B,DACH1,POTEM,HBG1,DEFB112,C3orf71,GNAI2,NDUFB9,HNF4G,MEOX2,EIF3D,PRSS48,TFEC,WDR12,TPTE2,FOLH1B,CLEC4E,UNC119B,KIAA1257,METTL7B,ARL16,HLA-DRA,NR1H4,TTN,OPN5,FAM19A1,RPAP1,CXCR2,CCK,CLEC14A,CERKL,SPANXN5,DPPA2,OR4N2,DAAM2,GZMA,SLC10A2,C4orf22,CSN3,MAP2K1,CLVS2,OR4N4,ABRA,MS4A2,CCDC28A,HSD11B1,OR52J3,LACRT,SSBP2,NMNAT3,PRR23B,ELMOD1,CYLC2,C1QTNF9,CADM2,TNP1,DCDC1,ACTC1,WDR65,ADAMTS2,SOX7,RBM46,PCDHB8,MNDA,MC2R,FGF16,CLCC1,C9,RAPGEF5,TCEB3C,CCDC54,QSOX2,SCGB1C1,TSPAN12,ELOVL4,CTNNB1,DSC3,PHGDH,IL5RA,RPGRIP1,GABRG1,SIGLEC14,KRT26,DEFB116,CPXCR1,XIRP2,THEMIS,LONRF2,PDHA2,DEFB110,UGT1A1,DGAT2L6,MYL2,RBM22,C2orf65,HRNR,ARID2,CCR2,DEFA4,AKAP11,GPR141,LRRC3B,ZNF454,SGCG,N4BP2,SDPR,NBPF7,NCR2,GPR20,CER1,APCS,EDN1,OR4M2,MYCL1,OR10G7,EIF1AX,SPINK13,TNFSF18,ZFX,C17orf67,GLRB,ACBD7,LRRC37A3,RGS18,DLGAP4,TACR3,GPR98,MUCL1,DYNLRB2,CDC20B,COPG2,COX7B2,FASLG,CCDC102B,SULT1E1,SPRR2D,MRPL54,SIRPB1,PRDM13,LIPE,TAS2R9,IGLL5,DSPP,SPRY3,PROS1,CNTN5,ZFP106,CLDN4,GCN1L1,LOC728819,RC3H2,TRHDE,UBE2J2,SLC14A1,ATF5,MUC7,PDCL2,APOB,ACMSD,FAM58A,ZNF711,RSPH6A,KEL,PDGFC,PRRG3,C16orf78,CD2,LRCH2,KRTAP17-1,SNCAIP,SETD1A,PENK,PHC2,CT62,WNT5A,KRTAP4-8,TREML4,DEFB121,IFT52,TAF7L,CPA3,C12orf43,SULT1B1,CRH,TLL1,KIAA1644,SIGLEC7,VPREB1,OR4F6,GPR65,C1orf51,CEACAM6,FAM65C,GRIN3A,DYDC1,KLHDC8A,COL5A2,CD86,NEU4,MAN1A1,GNG2,HS3ST4,MYH8,TAAR6,MCAM,KIR3DL2,ANXA10,CYP21A2,MT4,LECT2,SULT1C3,TANC2,FAM131B,FBXL6,C12orf76,UGT2B7,CLEC17A,PRKAA2,ZNF320,MYPOP,SLC30A10,NEUROD1,KRT78,CRHBP,CCNE1,DUSP22,CD300E,PRB3,COL4A4,OR5J2,CD96,KDM4B,ZNF716,GLIPR1L2,NKAIN3,PTPN22,DEFB115,ATP5F1,TRIM61,GPC5,HORMAD2,C19orf18,KRT77,TULP2,PEX5L,TMEM178,RNF217,C12orf59,REG3A,C12orf54,LOC649330,SPDYE4,LILRB4,TMPRSS11B,C12orf77,PCDP1,REG1B,FER1L6,HGF,CELSR2,EPPK1,STXBP5L,CCDC92,REG4,OR5H2,CABP5,C7orf34,ROPN1L,DSG3,TENC1,NECAB1,GAGE10,RGPD3,RBMS1,KHDC1,NOP10,FHL1,CRCT1,GAS2,GALNTL5,MOG,FAM155A,OR5H14,DMBX1,FAM53C,RP1,FRG1,RALGPS2,SELP,LIPH,STARD4,ALDH1A1,VPS13C,ATG2B,DHRS9,KCNJ9,AVPR1A,TMEM14B,LANCL1,HOXB6,GCG,C11orf24,FGF12,TNFRSF8,ADH1A,IGHMBP2,CLEC2B,OR10AG1,C18orf26,HTN1,CLCN3,MAP3K11,SERPINA10
DEFB118,0.5078006,0.508341424,0.507992118,0.508056468,0.507545249,0.508839497,0.507704339,0.507721046,0.50790827,0.508455338,0.507640742,0.508912454,0.50787887,0.508690789,0.507643043,0.507682689,0.507637899,0.508968959,0.508043734,0.507376314,0.508018305,0.507111008,0.507818636,0.507134233,0.507682711,0.507666192,0.508675941,0.507802537,0.508217942,0.50750042,0.508413251,0.507579506,0.507603521,0.507736821,0.507821739,0.50768983,0.507669386,0.50783364,0.507994419,0.507679502,0.508279986,0.507439495,0.507460875,0.507403438,0.507703072,0.5076391,0.509427396,0.50830481,0.507750902,0.507975087,0.50772537,0.507564899,0.507327245,0.507783884,0.50802223,0.507661867,0.507607415,0.507430018,0.507708751,0.507773977,0.507731289,0.507809564,0.507454755,0.507793883,0.507611674,0.507744469,0.50763978,0.50780601,0.507630511,0.507753661,0.507209529,0.507753634,0.508116279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN7A,0.507899564,0.508421675,0.508088654,0.508147906,0.507638975,0.508936842,0.507818835,0.507818942,0.508007168,0.5085013,0.507739062,0.509003793,0.50797786,0.50878906,0.507764534,0.507777495,0.507732078,0.509055682,0.508139389,0.507471171,0.508116743,0.507203112,0.507917512,0.507213626,0.507725498,0.507815064,0.508773502,0.507901596,0.508299983,0.507595805,0.50842045,0.507675697,0.507694561,0.507814277,0.507918441,0.50778201,0.507766695,0.507917078,0.508086751,0.507777155,0.50837903,0.507538055,0.50739556,0.507497028,0.507800595,0.507733983,0.509537813,0.50840373,0.507849518,0.508125469,0.507823194,0.507661019,0.507421508,0.507882333,0.50812008,0.507759334,0.50770061,0.507526199,0.50780734,0.50787239,0.50782904,0.507909667,0.507439764,0.507890989,0.507709114,0.507842516,0.507735682,0.507904912,0.507727733,0.50784987,0.507347858,0.507851101,0.507758658,0.508220934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMAT4,0.507663596,0.508281726,0.507862324,0.507894298,0.507412484,0.508704422,0.507593048,0.507586874,0.507772768,0.508322631,0.507506761,0.508770142,0.50774428,0.508553049,0.507530799,0.507517862,0.507508618,0.508824153,0.507911074,0.507246592,0.507880571,0.506982931,0.507681858,0.50700647,0.507552062,0.50753631,0.508539606,0.507666226,0.508071664,0.507343342,0.508280036,0.507413191,0.507474504,0.507588351,0.507691348,0.507551763,0.507333173,0.507682614,0.507851084,0.507545926,0.508143754,0.507312061,0.50731846,0.506683637,0.507568634,0.507508305,0.509306704,0.508168899,0.507600044,0.507843105,0.507677642,0.507432986,0.507198626,0.50765198,0.507887579,0.507490713,0.507482008,0.507299037,0.507576114,0.50763907,0.507596397,0.507672722,0.50656317,0.507657741,0.507479163,0.507609053,0.507504786,0.507674904,0.507496586,0.507616396,0.506964499,0.507614906,0.507526796,0.50762302,0.507970288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFB114,0.507963234,0.508483257,0.508186263,0.508209429,0.507699971,0.508997721,0.507879841,0.507881548,0.50806886,0.508615888,0.507800441,0.509066183,0.508036026,0.508852106,0.507826597,0.507841416,0.507792242,0.509116912,0.508200796,0.507531844,0.5081793,0.507261549,0.507981073,0.50726704,0.50784655,0.507825456,0.508836092,0.507964539,0.508360349,0.507656954,0.5085706,0.507737423,0.507755913,0.50787504,0.507980159,0.507844155,0.507917209,0.507979191,0.508150322,0.507839988,0.50844087,0.507599068,0.507601087,0.507559155,0.507859113,0.507794971,0.509597888,0.508461199,0.507911671,0.508132822,0.507886102,0.507722434,0.507481968,0.507945543,0.508179276,0.507822101,0.507757192,0.507586524,0.507867428,0.507935721,0.507891846,0.507971899,0.507610039,0.507952982,0.507770058,0.507905581,0.507797133,0.507968479,0.507790032,0.507912949,0.507366815,0.507913578,0.507821288,0.507920041,0.507734353,0.508288686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRXCR2,0.507683241,0.508203566,0.507875094,0.508189431,0.507499684,0.508720533,0.507611507,0.507604136,0.50779185,0.508469703,0.507526233,0.50878649,0.507762412,0.508570253,0.507552306,0.507626142,0.507526719,0.508839533,0.507929196,0.507264458,0.507880962,0.507005467,0.507701243,0.50702221,0.507571352,0.50753823,0.508556171,0.507684855,0.508088489,0.50738873,0.50830096,0.507452492,0.507497967,0.50761047,0.507712716,0.507570739,0.50755452,0.507701,0.507869987,0.507564201,0.508161305,0.507330839,0.50637671,0.507292452,0.507587828,0.507527235,0.509323614,0.508186422,0.507634984,0.507860325,0.507607896,0.507456771,0.507217719,0.507667247,0.50789121,0.507546155,0.507499945,0.507318589,0.507594371,0.507657249,0.507615576,0.507692177,0.50734275,0.507678507,0.507498133,0.507628397,0.507526786,0.50768867,0.507516036,0.507635061,0.507117319,0.507638263,0.507546856,0.507642312,0.507414386,0.507703897,0.507992421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSNL1,0.507946691,0.50846776,0.50813484,0.508193881,0.507683735,0.508983584,0.507860832,0.507865119,0.50805265,0.50860471,0.507783981,0.509051922,0.508023318,0.508837381,0.50781018,0.507825133,0.507776378,0.509103341,0.508185286,0.507515325,0.508163178,0.507245235,0.50796449,0.507251906,0.507830016,0.507809006,0.508821381,0.507948114,0.508345322,0.507640492,0.508555676,0.507720922,0.507737446,0.507859188,0.507964019,0.507827771,0.507812716,0.50796281,0.508134094,0.507823392,0.508425469,0.507579697,0.507584832,0.507542783,0.507846759,0.507778785,0.509585236,0.508449748,0.507895163,0.508117154,0.507869564,0.507706092,0.507465379,0.507929078,0.508166926,0.507805464,0.507741709,0.507566457,0.507851175,0.507919146,0.507875369,0.507955305,0.507593745,0.507936889,0.507753626,0.50788905,0.507778153,0.507951866,0.507773618,0.507896443,0.50735115,0.507897326,0.507804736,0.507903504,0.50766808,0.507967142,0.507687418,0.508270747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGT2A1,0.507880026,0.508395318,0.508068645,0.508124825,0.507639741,0.508903218,0.507801006,0.507801036,0.507985909,0.508515972,0.507724031,0.508969555,0.507958534,0.508757477,0.507747638,0.507753036,0.507718344,0.509021876,0.508117356,0.507461246,0.508093943,0.507213063,0.507897541,0.50719739,0.507774297,0.507746232,0.508742192,0.507881718,0.50829135,0.507582963,0.508481426,0.507659996,0.507681396,0.50771679,0.50790043,0.507764793,0.50774943,0.507883907,0.508064652,0.507761721,0.508351753,0.507524921,0.507378976,0.507404729,0.507782844,0.507717648,0.509507272,0.508977339,0.507846338,0.508048669,0.507805216,0.507656937,0.507419517,0.507863308,0.508097722,0.50774207,0.507684006,0.507510867,0.507788913,0.50785552,0.507812576,0.507888949,0.507537739,0.507853726,0.507692127,0.507824279,0.507719481,0.507885106,0.507711174,0.507831241,0.506908433,0.507808022,0.507741603,0.507839647,0.507608655,0.50790014,0.507627265,0.507883849,0.508202279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSG4,0.508481052,0.508983359,0.508646662,0.508768374,0.508273536,0.509438365,0.509425603,0.50840157,0.508573209,0.50906816,0.5083217,0.509502406,0.508543147,0.509310695,0.508507545,0.508405438,0.508298921,0.509551173,0.508688054,0.508059621,0.508671899,0.507787596,0.508497396,0.507786688,0.508366183,0.508344849,0.509289842,0.508472476,0.508844527,0.508181132,0.509057524,0.508239634,0.508262236,0.508392882,0.508490748,0.508360992,0.508349042,0.508494157,0.508656034,0.508360457,0.508922959,0.508105532,0.508259937,0.507592348,0.508381809,0.50829718,0.510102387,0.508937324,0.508348462,0.508625651,0.508404529,0.508244536,0.507914042,0.508453106,0.508682116,0.508342216,0.508252244,0.508087758,0.508376173,0.508453817,0.508409712,0.508489661,0.507491045,0.508480815,0.508289261,0.508423484,0.508312722,0.508486125,0.508310094,0.508430771,0.507894338,0.508339902,0.508356372,0.508438693,0.507489844,0.508499365,0.508283802,0.508484451,0.508411637,0.508832224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACD,0.507714359,0.508240343,0.507907853,0.507965704,0.507461457,0.50875521,0.507640921,0.507636272,0.50782272,0.508405236,0.507556507,0.508820915,0.507741364,0.508605667,0.507578604,0.507598001,0.507557103,0.508873907,0.507960427,0.507294737,0.507931159,0.506982181,0.50773231,0.507050824,0.50760883,0.507581977,0.508590089,0.50771636,0.508132341,0.507417925,0.508329169,0.507379654,0.507522576,0.507590521,0.507737171,0.507543944,0.507584732,0.507745807,0.507901678,0.507594545,0.508193761,0.507358867,0.507248604,0.507319661,0.507618412,0.507490838,0.509357517,0.508222279,0.507591117,0.507891514,0.507640253,0.507479189,0.506733305,0.507698336,0.507936758,0.507576953,0.507528514,0.507347218,0.507624565,0.507688121,0.507646382,0.507723214,0.507372192,0.507662467,0.507528111,0.50765911,0.507554031,0.507719688,0.507546095,0.507666335,0.507142522,0.507583123,0.507573591,0.50767312,0.507440778,0.507734847,0.507463284,0.507718454,0.507665348,0.508183217,0.508023782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTEG,0.507735968,0.508259712,0.507926526,0.507986077,0.507500074,0.508769584,0.507641267,0.507657054,0.50784465,0.508558007,0.507579747,0.508835406,0.507816998,0.508620807,0.50756904,0.507561792,0.507578425,0.508889303,0.507979053,0.507318271,0.507952237,0.507210453,0.507753782,0.507083323,0.507621524,0.507603976,0.508605973,0.507737393,0.508152501,0.507440173,0.508347215,0.507518078,0.507553186,0.507657857,0.507760985,0.507805415,0.507606807,0.507720058,0.50792204,0.507616636,0.508212156,0.507382124,0.507397773,0.507345212,0.507640303,0.507578663,0.509326164,0.508237243,0.507697712,0.507911349,0.507660633,0.507491031,0.507269785,0.507720155,0.5079568,0.507599131,0.507549592,0.507371384,0.507646364,0.507710003,0.507668008,0.507745389,0.507395064,0.507848015,0.507523826,0.507680867,0.507568338,0.507741245,0.507568376,0.507623116,0.507128924,0.507690674,0.507595682,0.507695523,0.507466885,0.5077563,0.507484356,0.50774001,0.507680479,0.508275335,0.507513581,0.508047975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GK2,0.507626393,0.508146228,0.507821498,0.507923612,0.507378693,0.508659909,0.507556927,0.507546503,0.507754131,0.508469389,0.507471407,0.50872485,0.507705674,0.508513034,0.507499078,0.507461687,0.507486041,0.508781207,0.507873108,0.507214374,0.507841299,0.506956934,0.507644211,0.506988903,0.507514349,0.507507475,0.508693741,0.507628525,0.50803015,0.507529318,0.508239126,0.507429121,0.507440807,0.507553531,0.507650721,0.507515802,0.507499234,0.507665148,0.507862873,0.507508724,0.508145721,0.507260593,0.507267696,0.507239279,0.507573211,0.507473499,0.509217876,0.508127974,0.507578025,0.507802862,0.507544455,0.507398438,0.506985634,0.507610853,0.507954118,0.507491429,0.507449979,0.507241539,0.507539866,0.507600657,0.507559768,0.507634434,0.507290515,0.507604911,0.507443754,0.50757233,0.50745553,0.507631725,0.507460577,0.507531596,0.507034128,0.507582464,0.507025265,0.507586874,0.507361285,0.507646875,0.507380121,0.507630458,0.507571233,0.508151405,0.507442697,0.507380401,0.507932113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF679,0.507519228,0.508090333,0.507749888,0.50780203,0.50729001,0.508559502,0.507453651,0.50742232,0.507629573,0.508153487,0.507365588,0.508624222,0.507696122,0.508357937,0.507393731,0.507406357,0.507393385,0.508683084,0.507776423,0.507109495,0.507736093,0.506853899,0.507537345,0.506887765,0.507359097,0.507390533,0.508393264,0.507521616,0.507943765,0.507230731,0.508136522,0.507287071,0.507361437,0.507466376,0.507590763,0.507408277,0.50739312,0.507566576,0.507705974,0.507402315,0.507998417,0.507154007,0.507027236,0.507135634,0.507426072,0.507369846,0.509165753,0.508151538,0.507472686,0.507655788,0.507419797,0.507346134,0.507062177,0.507504033,0.507742294,0.507385175,0.507348425,0.507136075,0.507433984,0.507493844,0.507453398,0.5075283,0.507186119,0.50751768,0.507349365,0.507465782,0.507149702,0.507524824,0.507354986,0.507472857,0.506953824,0.507476808,0.507385815,0.507479458,0.507255949,0.507539961,0.507274882,0.507523428,0.507466914,0.508043242,0.507164427,0.507341464,0.507203612,0.507818188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABP2,0.507944367,0.508460574,0.508130749,0.508189019,0.507684346,0.50897083,0.507862703,0.50786404,0.508049255,0.508595615,0.507783468,0.509038376,0.508020415,0.508825736,0.508054406,0.507824373,0.507776049,0.509089337,0.508180567,0.507517824,0.50815864,0.507250531,0.507962068,0.507257139,0.507829126,0.507808466,0.508810182,0.507945941,0.508351924,0.507641707,0.508552598,0.507714697,0.507746301,0.50786344,0.507969257,0.507826945,0.507812017,0.507960488,0.508129836,0.507822516,0.508418176,0.5075844,0.50778942,0.507545097,0.507845693,0.507778442,0.509722034,0.508442786,0.507894097,0.508113237,0.507860265,0.507712267,0.507468386,0.507927061,0.50832121,0.507804804,0.50774181,0.507571905,0.507850631,0.507917312,0.50787398,0.507952961,0.507595277,0.507935043,0.507753637,0.50788747,0.507780617,0.507949557,0.507773297,0.507894798,0.507351349,0.507895704,0.507804034,0.507902336,0.507668815,0.507964666,0.50769567,0.507948298,0.507882502,0.508705492,0.507718868,0.507740178,0.507795104,0.50752588,0.508270132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKX,0.50779572,0.508317443,0.507989158,0.508045808,0.507538948,0.508835572,0.507719017,0.507716267,0.507904154,0.508452471,0.507638355,0.508902549,0.507876424,0.508686615,0.507663108,0.507678221,0.507633996,0.508955593,0.508039259,0.507371609,0.508013111,0.507106622,0.507813642,0.507120067,0.507684436,0.507661341,0.508671648,0.507797594,0.508199336,0.507497282,0.507938872,0.507573483,0.50759681,0.507714392,0.507818936,0.50768046,0.507664464,0.507813206,0.507983206,0.507676918,0.508275338,0.507431386,0.507442516,0.507397549,0.507696845,0.507634315,0.509439646,0.508300145,0.507746108,0.507430369,0.507720447,0.507560483,0.507322428,0.507779081,0.508017515,0.507656883,0.507605287,0.507425022,0.507703869,0.507768999,0.507731121,0.507804562,0.507451282,0.507789278,0.507606891,0.507739576,0.507634994,0.507801011,0.507625666,0.507746859,0.507216546,0.507750685,0.507656429,0.507751672,0.507522317,0.507816297,0.507541552,0.507799738,0.507738338,0.508337457,0.507571802,0.507593958,0.507486817,0.507380123,0.5077992,0.508110388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
